,Pokedex Number,Pokemon Name,Original Pokemon ID,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Male Ratio,Female Ratio,Base Happiness,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth Total,Egg Cycle Count
1067,786,Tapu Lele,,Sub-Legendary,1.2,18.6,Psychic,Fairy,0.0,0.0,50,70,85,75,130,115,95,570,0,0,0,3,0,0,3,3,1250000,15
1068,787,Tapu Bulu,,Sub-Legendary,1.9,45.5,Grass,Fairy,0.0,0.0,50,70,130,115,85,95,75,570,0,3,0,0,0,0,3,3,1250000,15
1069,788,Tapu Fini,,Sub-Legendary,1.3,21.2,Water,Fairy,0.0,0.0,50,70,75,115,95,130,85,570,0,0,0,0,3,0,3,3,1250000,15
1070,789,Cosmog,,Legendary,0.2,0.1,Psychic,Psychic,0.0,0.0,0,43,29,31,29,31,37,200,1,0,0,0,0,0,1,45,1250000,120
1071,790,Cosmoem,,Legendary,0.1,999.9,Psychic,Psychic,0.0,0.0,0,43,29,131,29,131,37,400,0,0,1,0,1,0,2,45,1250000,120
1072,791,Solgaleo,,Legendary,3.4,230.0,Psychic,Steel,0.0,0.0,0,137,137,107,113,89,97,680,0,3,0,0,0,0,3,45,1250000,120
1073,791,Solgaleo,,Legendary,3.4,230.0,Psychic,Steel,0.0,0.0,0,137,137,107,113,89,97,680,0,3,0,0,0,0,3,45,1250000,120
1074,791,Solgaleo,,Legendary,3.4,230.0,Psychic,Steel,0.0,0.0,0,137,137,107,113,89,97,680,0,3,0,0,0,0,3,45,1250000,120
1075,792,Lunala,,Legendary,4.0,120.0,Psychic,Ghost,0.0,0.0,0,137,113,89,137,107,97,680,0,0,0,3,0,0,3,45,1250000,120
1076,792,Lunala,,Legendary,4.0,120.0,Psychic,Ghost,0.0,0.0,0,137,113,89,137,107,97,680,0,0,0,3,0,0,3,45,1250000,120
1077,792,Lunala,,Legendary,4.0,120.0,Psychic,Ghost,0.0,0.0,0,137,113,89,137,107,97,680,0,0,0,3,0,0,3,45,1250000,120
1078,793,Nihilego,,Sub-Legendary,1.2,55.5,Rock,Poison,0.0,0.0,0,109,53,47,127,131,103,570,0,0,0,0,3,0,3,45,1250000,120
1079,794,Buzzwole,,Sub-Legendary,2.4,333.6,Bug,Fighting,0.0,0.0,0,107,139,139,53,53,79,570,0,1,2,0,0,0,3,45,1250000,120
1080,795,Pheromosa,,Sub-Legendary,1.8,25.0,Bug,Fighting,0.0,0.0,0,71,137,37,137,37,151,570,0,0,0,0,0,3,3,45,1250000,120
1081,796,Xurkitree,,Sub-Legendary,3.8,100.0,Electric,Electric,0.0,0.0,0,83,89,71,173,71,83,570,0,0,0,3,0,0,3,45,1250000,120
1082,797,Celesteela,,Sub-Legendary,9.2,999.9,Steel,Flying,0.0,0.0,0,97,101,103,107,101,61,570,0,1,1,1,0,0,3,45,1250000,120
1083,798,Kartana,,Sub-Legendary,0.3,0.1,Grass,Steel,0.0,0.0,0,59,181,131,59,31,109,570,0,3,0,0,0,0,3,45,1250000,120
1084,799,Guzzlord,,Sub-Legendary,5.5,888.0,Dark,Dragon,0.0,0.0,0,223,101,53,97,53,43,570,3,0,0,0,0,0,3,45,1250000,120
1085,800,"""Dusk Mane"" Necrozma",1331.0,Legendary,3.8,460.0,Psychic,Steel,0.0,0.0,0,97,157,127,113,109,77,680,0,3,0,0,0,0,3,255,1250000,120
1086,800,"""Dawn Wings"" Necrozma",1331.0,Legendary,4.2,350.0,Psychic,Ghost,0.0,0.0,0,97,113,109,157,127,77,680,0,0,0,3,0,0,3,255,1250000,120
1087,800,"""Ultra"" Necrozma",1331.0,Legendary,7.5,230.0,Psychic,Dragon,0.0,0.0,0,97,167,97,167,97,129,754,0,1,0,1,0,1,3,255,1250000,120
1088,800,Necrozma,,Legendary,2.4,230.0,Psychic,Psychic,0.0,0.0,0,97,107,101,127,89,79,600,0,1,0,0,2,0,3,255,1250000,120
1089,801,Magearna,,Mythical,1.0,80.5,Steel,Fairy,0.0,0.0,0,80,95,115,130,115,65,600,0,0,0,3,0,0,3,3,1250000,120
1090,801,"""Original Color"" Magearna",1332.0,Mythical,1.0,80.5,Steel,Fairy,0.0,0.0,0,80,95,115,130,115,65,600,0,0,0,3,0,0,3,3,1250000,120
1091,802,Marshadow,,Mythical,0.7,22.2,Fighting,Ghost,0.0,0.0,0,90,125,80,90,90,125,600,0,2,0,0,0,1,3,3,1250000,120
1092,803,Poipole,,Sub-Legendary,0.6,1.8,Poison,Poison,0.0,0.0,0,67,73,67,73,67,73,420,0,0,0,0,0,1,1,45,1250000,120
1093,804,Naganadel,,Sub-Legendary,3.6,150.0,Poison,Dragon,0.0,0.0,0,73,73,73,127,73,121,540,0,0,0,3,0,0,3,45,1250000,120
1094,805,Stakataka,,Sub-Legendary,5.5,820.0,Rock,Steel,0.0,0.0,0,61,131,211,53,101,13,570,0,0,3,0,0,0,3,30,1250000,120
1095,806,Blacephalon,,Sub-Legendary,1.8,13.0,Fire,Ghost,0.0,0.0,0,53,127,53,151,79,107,570,0,0,0,3,0,0,3,30,1250000,120
1096,807,Zeraora,,Mythical,1.5,44.5,Electric,Electric,0.0,0.0,0,88,112,75,102,80,143,600,0,0,0,0,0,3,3,3,1250000,120
1097,808,Meltan,,Mythical,0.2,8.0,Steel,Steel,0.0,0.0,0,46,65,65,55,35,34,300,0,1,0,0,0,0,1,3,1250000,120
1098,809,Melmetal,,Mythical,2.5,800.0,Steel,Steel,0.0,0.0,0,135,143,143,80,65,34,600,0,3,0,0,0,0,3,3,1250000,120
1099,809,"""Gigantamax"" Melmetal",1340.0,Mythical,25.0,0.0,Steel,Steel,0.0,0.0,0,135,143,143,80,65,34,600,0,3,0,0,0,0,3,3,1250000,120
1100,810,Grookey,,,0.3,5.0,Grass,Grass,87.5,12.5,50,50,65,50,40,40,65,310,0,0,0,0,1,0,1,45,1059860,20
1101,811,Thwackey,,,0.7,14.0,Grass,Grass,87.5,12.5,50,70,85,70,55,60,80,420,0,0,0,0,2,0,2,45,1059860,20
1102,812,Rillaboom,,,2.1,90.0,Grass,Grass,87.5,12.5,50,100,125,90,60,70,85,530,0,3,0,0,0,0,3,45,1059860,20
1103,812,"""Gigantamax"" Rillaboom",1441.0,,28.0,0.0,Grass,Grass,87.5,12.5,50,100,125,90,60,70,85,530,0,3,0,0,0,0,3,45,1059860,20
1104,813,Scorbunny,,,0.3,4.5,Fire,Fire,87.5,12.5,50,50,71,40,40,40,69,310,0,0,0,0,0,1,1,45,1059860,20
1105,814,Raboot,,,0.6,9.0,Fire,Fire,87.5,12.5,50,65,86,50,55,60,94,410,0,0,0,0,0,2,2,45,1059860,20
1106,815,Cinderace,,,1.4,33.0,Fire,Fire,87.5,12.5,50,80,116,75,65,75,119,530,0,0,0,0,0,3,3,45,1059860,20
1107,815,"""Gigantamax"" Cinderace",1444.0,,27.0,0.0,Fire,Fire,87.5,12.5,50,80,116,75,65,75,119,530,0,0,0,0,0,3,3,45,1059860,20
1108,816,Sobble,,,0.3,4.0,Water,Water,87.5,12.5,50,50,40,40,70,40,70,310,0,0,0,0,1,1,2,45,1059860,20
1109,817,Drizzile,,,0.7,11.5,Water,Water,87.5,12.5,50,65,60,55,95,55,90,420,0,0,0,2,0,0,2,45,1059860,20
1110,818,Inteleon,,,1.9,45.2,Water,Water,87.5,12.5,50,70,85,65,125,65,120,530,0,0,0,0,0,3,3,45,1059860,20
1111,818,"""Gigantamax"" Inteleon",1447.0,,40.0,0.0,Water,Water,87.5,12.5,50,70,85,65,125,65,120,530,0,0,0,0,0,3,3,45,1059860,20
1112,819,Skwovet,,,0.3,2.5,Normal,Normal,50.0,50.0,50,70,55,55,35,35,25,275,1,0,0,0,0,0,1,255,1000000,20
1113,820,Greedent,,,0.6,6.0,Normal,Normal,50.0,50.0,50,120,95,95,55,75,20,460,2,0,0,0,0,0,2,90,1000000,20
1114,821,Rookidee,,,0.2,1.8,Flying,Flying,50.0,50.0,50,38,47,35,33,35,57,245,0,0,0,0,0,1,1,255,1059860,15
1115,822,Corvisquire,,,0.8,16.0,Flying,Flying,50.0,50.0,50,68,67,55,43,55,77,365,0,0,0,0,0,2,2,120,1059860,15
1116,823,Corviknight,,,2.2,75.0,Flying,Steel,50.0,50.0,50,98,87,105,53,85,67,495,0,0,3,0,0,0,3,45,1059860,15
1117,823,"""Gigantamax"" Corviknight",1471.0,,14.0,0.0,Flying,Steel,50.0,50.0,50,98,87,105,53,85,67,495,0,0,3,0,0,0,3,45,1059860,15
1118,824,Blipbug,,,0.4,8.0,Bug,Bug,50.0,50.0,50,25,20,20,25,45,45,180,0,0,0,0,1,0,1,255,1000000,15
1119,825,Dottler,,,0.4,19.5,Bug,Psychic,50.0,50.0,50,50,35,80,50,90,30,335,0,0,0,0,2,0,2,120,1000000,15
1120,826,Orbeetle,,,0.4,40.8,Bug,Psychic,50.0,50.0,50,60,45,110,80,120,90,505,0,0,0,0,3,0,3,45,1000000,15
1121,826,"""Gigantamax"" Orbeetle",1487.0,,14.0,0.0,Bug,Psychic,50.0,50.0,50,60,45,110,80,120,90,505,0,0,0,0,3,0,3,45,1000000,15
1122,827,Nickit,,,0.6,8.9,Dark,Dark,50.0,50.0,50,40,28,28,47,52,50,245,0,0,0,0,1,0,1,255,800000,15
1123,828,Thievul,,,1.2,19.9,Dark,Dark,50.0,50.0,50,70,58,58,87,92,90,455,0,0,0,0,2,0,2,127,800000,15
1124,829,Gossifleur,,,0.4,2.2,Grass,Grass,50.0,50.0,50,40,40,60,40,60,10,250,0,0,0,0,1,0,1,190,1000000,20
1125,830,Eldegoss,,,0.5,2.5,Grass,Grass,50.0,50.0,50,60,50,90,80,120,60,460,0,0,0,0,2,0,2,75,1000000,20
1126,831,Wooloo,,,0.6,6.0,Normal,Normal,50.0,50.0,50,42,40,55,40,45,48,270,0,0,1,0,0,0,1,255,1000000,15
1127,832,Dubwool,,,1.3,43.0,Normal,Normal,50.0,50.0,50,72,80,100,60,90,88,490,0,0,2,0,0,0,2,127,1000000,15
1128,833,Chewtle,,,0.3,8.5,Water,Water,50.0,50.0,50,50,64,50,38,38,44,284,0,1,0,0,0,0,1,255,1000000,20
1129,834,Drednaw,,,1.0,115.5,Water,Rock,50.0,50.0,50,90,115,90,48,68,74,485,0,2,0,0,0,0,2,75,1000000,20
1130,834,"""Gigantamax"" Drednaw",1495.0,,24.0,0.0,Water,Rock,50.0,50.0,50,90,115,90,48,68,74,485,0,2,0,0,0,0,2,75,1000000,20
1131,835,Yamper,,,0.3,13.5,Electric,Electric,50.0,50.0,50,59,45,50,40,50,26,270,1,0,0,0,0,0,1,255,800000,20
1132,836,Boltund,,,1.0,34.0,Electric,Electric,50.0,50.0,50,69,90,60,90,60,121,490,0,0,0,0,0,2,2,45,800000,20
1133,837,Rolycoly,,,0.3,12.0,Rock,Rock,50.0,50.0,50,30,40,50,40,50,30,240,0,0,1,0,0,0,1,255,1059860,15
1134,838,Carkol,,,1.1,78.0,Rock,Fire,50.0,50.0,50,80,60,90,60,70,50,410,0,0,2,0,0,0,2,120,1059860,15
1135,839,Coalossal,,,2.8,310.5,Rock,Fire,50.0,50.0,50,110,80,120,80,90,30,510,0,0,3,0,0,0,3,45,1059860,15
1136,839,"""Gigantamax"" Coalossal",1500.0,,42.0,0.0,Rock,Fire,50.0,50.0,50,110,80,120,80,90,30,510,0,0,3,0,0,0,3,45,1059860,15
1137,840,Applin,,,0.2,0.5,Grass,Dragon,50.0,50.0,50,40,40,80,40,40,20,260,0,0,1,0,0,0,1,255,600000,20
1138,841,Flapple,,,0.3,1.0,Grass,Dragon,50.0,50.0,50,70,110,80,95,60,70,485,0,2,0,0,0,0,2,45,600000,20
1139,841,"""Gigantamax"" Flapple",1502.0,,24.0,0.0,Grass,Dragon,50.0,50.0,50,70,110,80,95,60,70,485,0,2,0,0,0,0,2,45,600000,20
1140,842,"""Gigantamax"" Appletun",1503.0,,24.0,0.0,Grass,Dragon,50.0,50.0,50,110,85,80,100,80,30,485,2,0,0,0,0,0,2,45,600000,20
1141,842,Appletun,,,0.4,13.0,Grass,Dragon,50.0,50.0,50,110,85,80,100,80,30,485,2,0,0,0,0,0,2,45,600000,20
1142,843,Silicobra,,,2.2,7.6,Ground,Ground,50.0,50.0,50,52,57,75,35,50,46,315,0,0,1,0,0,0,1,255,1000000,20
1143,844,Sandaconda,,,3.8,65.5,Ground,Ground,50.0,50.0,50,72,107,125,65,70,71,510,0,0,2,0,0,0,2,120,1000000,20
1144,844,"""Gigantamax"" Sandaconda",1505.0,,22.0,0.0,Ground,Ground,50.0,50.0,50,72,107,125,65,70,71,510,0,0,2,0,0,0,2,120,1000000,20
1145,845,Cramorant,,,0.8,18.0,Flying,Water,50.0,50.0,50,70,85,55,85,95,85,475,0,0,0,0,2,0,2,45,1000000,20
1146,846,Arrokuda,,,0.5,1.0,Water,Water,50.0,50.0,50,41,63,40,40,30,66,280,0,0,0,0,0,1,1,255,1250000,20
1147,847,Barraskewda,,,1.3,30.0,Water,Water,50.0,50.0,50,61,123,60,60,50,136,490,0,0,0,0,0,2,2,60,1250000,20
1148,848,Toxel,,,0.4,11.0,Electric,Poison,50.0,50.0,50,40,38,35,54,35,40,242,0,0,0,1,0,0,1,75,1059860,25
1149,849,Toxtricity,,,1.6,40.0,Electric,Poison,50.0,50.0,50,75,98,70,114,70,75,502,0,0,0,2,0,0,2,45,1059860,25
1150,849,"""Low Key"" Toxtricity",15.0,,1.6,40.0,Electric,Poison,50.0,50.0,50,75,98,70,114,70,75,502,0,0,0,2,0,0,2,45,1059860,25
1151,849,"""Gigantamax"" Toxtricity",15.0,,24.0,0.0,Electric,Poison,50.0,50.0,50,75,98,70,114,70,75,502,0,0,0,2,0,0,2,45,1059860,25
1152,849,"""Low Key Gigantamax"" Toxtricity",15.0,,24.0,0.0,Electric,Poison,50.0,50.0,50,75,98,70,114,70,75,502,0,0,0,2,0,0,2,45,1059860,25
1153,850,Sizzlipede,,,0.7,1.0,Fire,Bug,50.0,50.0,50,50,65,45,50,50,45,305,0,1,0,0,0,0,1,190,1000000,20
1154,851,Centiskorch,,,3.0,120.0,Fire,Bug,50.0,50.0,50,100,115,65,90,90,65,525,0,2,0,0,0,0,2,75,1000000,20
1155,851,"""Gigantamax"" Centiskorch",1510.0,,75.0,0.0,Fire,Bug,50.0,50.0,50,100,115,65,90,90,65,525,0,2,0,0,0,0,2,75,1000000,20
1156,852,Clobbopus,,,0.6,4.0,Fighting,Fighting,50.0,50.0,50,50,68,60,50,50,32,310,0,1,0,0,0,0,1,180,1059860,25
1157,853,Grapploct,,,1.6,39.0,Fighting,Fighting,50.0,50.0,50,80,118,90,70,80,42,480,0,2,0,0,0,0,2,45,1059860,25
1158,854,Sinistea,,,0.1,0.2,Ghost,Ghost,0.0,0.0,50,40,45,45,74,54,50,308,0,0,0,1,0,0,1,120,1000000,20
1159,854,"""Antique"" Sinistea",1513.0,,0.1,0.2,Ghost,Ghost,0.0,0.0,50,40,45,45,74,54,50,308,0,0,0,1,0,0,1,120,1000000,20
1160,855,"""Antique"" Polteageist",1514.0,,0.2,0.4,Ghost,Ghost,0.0,0.0,50,60,65,65,134,114,70,508,0,0,0,2,0,0,2,60,1000000,20
1161,855,Polteageist,,,0.2,0.4,Ghost,Ghost,0.0,0.0,50,60,65,65,134,114,70,508,0,0,0,2,0,0,2,60,1000000,20
1162,856,Hatenna,,,0.4,3.4,Psychic,Psychic,0.0,100.0,50,42,30,45,56,53,39,265,0,0,0,1,0,0,1,235,1250000,20
1163,857,Hattrem,,,0.6,4.8,Psychic,Psychic,0.0,100.0,50,57,40,65,86,73,49,370,0,0,0,2,0,0,2,120,1250000,20
1164,858,Hatterene,,,2.1,5.1,Psychic,Fairy,0.0,100.0,50,57,90,95,136,103,29,510,0,0,0,3,0,0,3,45,1250000,20
1165,858,"""Gigantamax"" Hatterene",1517.0,,26.0,0.0,Psychic,Fairy,0.0,100.0,50,57,90,95,136,103,29,510,0,0,0,3,0,0,3,45,1250000,20
1166,859,Impidimp,,,0.4,5.5,Dark,Fairy,100.0,0.0,50,45,45,30,55,40,50,265,0,0,0,1,0,0,1,255,1000000,20
1167,860,Morgrem,,,0.8,12.5,Dark,Fairy,100.0,0.0,50,65,60,45,75,55,70,370,0,0,0,2,0,0,2,120,1000000,20
1168,861,Grimmsnarl,,,1.5,61.0,Dark,Fairy,100.0,0.0,50,95,120,65,95,75,60,510,0,3,0,0,0,0,3,45,1000000,20
1169,861,"""Gigantamax"" Grimmsnarl",1520.0,,32.0,0.0,Dark,Fairy,100.0,0.0,50,95,120,65,95,75,60,510,0,3,0,0,0,0,3,45,1000000,20
1170,862,Obstagoon,,,1.6,46.0,Dark,Normal,50.0,50.0,50,93,90,101,60,81,95,520,0,0,3,0,0,0,3,45,1000000,15
1171,863,Perrserker,,,0.8,28.0,Steel,Steel,50.0,50.0,50,70,110,100,50,60,50,440,0,2,0,0,0,0,2,90,1000000,20
1172,864,Cursola,,,1.0,0.4,Ghost,Ghost,25.0,75.0,50,60,95,50,145,130,30,510,0,0,0,2,0,0,2,30,800000,20
1173,865,Sirfetch'd,,,0.8,117.0,Fighting,Fighting,50.0,50.0,50,62,135,95,68,82,65,507,0,2,0,0,0,0,2,45,1000000,20
1174,866,Mr. Rime,,,1.5,58.2,Ice,Psychic,50.0,50.0,50,80,85,75,110,100,70,520,0,0,0,3,0,0,3,45,1000000,25
1175,867,Runerigus,,,1.6,66.6,Ground,Ghost,50.0,50.0,50,58,95,145,50,105,30,483,0,0,2,0,0,0,2,90,1000000,25
1176,868,Milcery,,,0.2,0.3,Fairy,Fairy,0.0,100.0,50,45,40,40,50,61,34,270,0,0,0,0,1,0,1,200,1000000,20
1177,869,Alcremie,,,0.3,0.5,Fairy,Fairy,0.0,100.0,50,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,1000000,20
1178,869,"""Ruby Cream"" Alcremie",1484.0,,0.3,0.5,Fairy,Fairy,0.0,100.0,50,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,1000000,20
1179,869,"""Matcha Cream"" Alcremie",1484.0,,0.3,0.5,Fairy,Fairy,0.0,100.0,50,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,1000000,20
1180,869,"""Mint Cream"" Alcremie",1484.0,,0.3,0.5,Fairy,Fairy,0.0,100.0,50,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,1000000,20
1181,869,"""Lemon Cream"" Alcremie",1484.0,,0.3,0.5,Fairy,Fairy,0.0,100.0,50,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,1000000,20
1182,869,"""Salted Cream"" Alcremie",1484.0,,0.3,0.5,Fairy,Fairy,0.0,100.0,50,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,1000000,20
1183,869,"""Ruby Swirl"" Alcremie",1484.0,,0.3,0.5,Fairy,Fairy,0.0,100.0,50,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,1000000,20
1184,869,"""Caramel Swirl"" Alcremie",1484.0,,0.3,0.5,Fairy,Fairy,0.0,100.0,50,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,1000000,20
1185,869,"""Rainbow Swirl"" Alcremie",1484.0,,0.3,0.5,Fairy,Fairy,0.0,100.0,50,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,1000000,20
1186,869,"""Gigantamax"" Alcremie",1484.0,,30.0,0.0,Fairy,Fairy,0.0,100.0,50,65,60,75,110,121,64,495,0,0,0,0,2,0,2,100,1000000,20
1187,870,Falinks,,,3.0,62.0,Fighting,Fighting,0.0,0.0,50,60,100,100,70,60,75,465,0,2,0,0,1,0,3,45,1000000,25
1188,871,Pincurchin,,,0.3,1.0,Electric,Electric,50.0,50.0,50,48,101,95,91,85,15,435,0,2,0,0,0,0,2,75,1000000,20
1189,872,Snom,,,0.3,3.8,Ice,Bug,50.0,50.0,50,30,25,35,45,30,20,185,0,0,0,1,0,0,1,190,1000000,20
1190,873,Frosmoth,,,1.3,42.0,Ice,Bug,50.0,50.0,50,70,65,60,125,90,65,475,0,0,0,2,0,0,2,75,1000000,20
1191,874,Stonjourner,,,2.5,520.0,Rock,Rock,50.0,50.0,50,100,125,135,20,20,70,470,0,0,2,0,0,0,2,60,1250000,25
1192,875,Eiscue,,,1.4,89.0,Ice,Ice,50.0,50.0,50,75,80,110,65,90,50,470,0,0,2,0,0,0,2,60,1250000,25
1193,875,"""Noice"" Eiscue",1479.0,,1.4,89.0,Ice,Ice,50.0,50.0,50,75,80,70,65,50,130,470,0,0,2,0,0,0,2,60,1250000,25
1194,876,Indeedee,,,0.9,28.0,Psychic,Normal,100.0,0.0,140,60,65,55,105,95,95,475,0,0,0,2,0,0,2,30,800000,40
1195,876,"""Female"" Indeedee",1477.0,,0.9,28.0,Psychic,Normal,0.0,100.0,140,70,55,65,95,105,85,475,0,0,0,0,2,0,2,30,800000,40
1196,877,Morpeko,,,0.3,3.0,Electric,Dark,50.0,50.0,50,58,95,58,70,58,97,436,0,0,0,0,0,2,2,180,1000000,10
1197,878,Cufant,,,1.2,100.0,Steel,Steel,50.0,50.0,50,72,80,49,40,49,40,330,0,1,0,0,0,0,1,190,1000000,25
1198,879,Copperajah,,,3.0,650.0,Steel,Steel,50.0,50.0,50,122,130,69,80,69,30,500,0,2,0,0,0,0,2,90,1000000,25
1199,879,"""Gigantamax"" Copperajah",1476.0,,23.0,0.0,Steel,Steel,50.0,50.0,50,122,130,69,80,69,30,500,0,2,0,0,0,0,2,90,1000000,25
1200,880,Dracozolt,,,1.8,190.0,Electric,Dragon,0.0,0.0,50,90,100,90,80,70,75,505,0,2,0,0,0,0,2,45,1250000,35
1201,881,Arctozolt,,,2.3,150.0,Electric,Ice,0.0,0.0,50,90,100,90,90,80,55,505,0,2,0,0,0,0,2,45,1250000,35
1202,882,Dracovish,,,2.3,215.0,Water,Dragon,0.0,0.0,50,90,90,100,70,80,75,505,0,0,2,0,0,0,2,45,1250000,35
1203,883,Arctovish,,,2.0,175.0,Water,Ice,0.0,0.0,50,90,90,100,80,90,55,505,0,0,2,0,0,0,2,45,1250000,35
1204,884,Duraludon,,,1.8,40.0,Steel,Dragon,50.0,50.0,50,70,95,115,120,50,85,535,0,0,0,2,0,0,2,45,1000000,30
1205,884,"""Gigantamax"" Duraludon",1424.0,,43.0,0.0,Steel,Dragon,50.0,50.0,50,70,95,115,120,50,85,535,0,0,0,2,0,0,2,45,1000000,30
1206,885,Dreepy,,,0.5,2.0,Dragon,Ghost,50.0,50.0,50,28,60,30,40,30,82,270,0,0,0,0,0,1,1,45,1250000,40
1207,886,Drakloak,,,1.4,11.0,Dragon,Ghost,50.0,50.0,50,68,80,50,60,50,102,410,0,0,0,0,0,2,2,45,1250000,40
1208,887,Dragapult,,,3.0,50.0,Dragon,Ghost,50.0,50.0,50,88,120,75,100,75,142,600,0,0,0,0,0,3,3,45,1250000,40
1209,888,Zacian,,Legendary,2.8,110.0,Fairy,Fairy,0.0,0.0,0,92,120,115,80,115,138,660,0,0,0,0,0,3,3,10,1250000,120
1210,888,"""Crowned"" Zacian",1448.0,Legendary,2.8,355.0,Fairy,Steel,0.0,0.0,0,92,150,115,80,115,148,700,0,0,0,0,0,3,3,10,1250000,120
1211,889,Zamazenta,,Legendary,2.9,210.0,Fighting,Fighting,0.0,0.0,0,92,120,115,80,115,138,660,0,0,0,0,0,3,3,10,1250000,120
1212,889,"""Crowned"" Zamazenta",1450.0,Legendary,2.9,785.0,Fighting,Steel,0.0,0.0,0,92,120,140,80,140,128,700,0,0,0,0,0,3,3,10,1250000,120
1213,890,Eternatus,,Legendary,20.0,950.0,Poison,Dragon,0.0,0.0,0,140,85,95,145,95,130,690,3,0,0,0,0,0,3,255,1250000,120
1214,890,"""Eternamax"" Eternatus",1452.0,Legendary,100.0,0.0,Poison,Dragon,0.0,0.0,0,255,115,250,125,250,130,1125,3,0,0,0,0,0,3,255,1250000,120
1215,891,Kubfu,,Sub-Legendary,0.6,12.0,Fighting,Fighting,87.5,12.5,0,60,90,60,53,50,72,385,0,1,0,0,0,0,1,3,1250000,120
1216,892,Urshifu,,Sub-Legendary,1.9,105.0,Fighting,Dark,87.5,12.5,0,100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,1250000,120
1217,892,Urshifu,,Sub-Legendary,1.9,105.0,Fighting,Dark,87.5,12.5,0,100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,1250000,120
1218,892,"""Rapid Strike"" Urshifu",39.0,Sub-Legendary,1.9,105.0,Fighting,Water,87.5,12.5,0,100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,1250000,120
1219,892,"""Rapid Strike"" Urshifu",39.0,Sub-Legendary,1.9,105.0,Fighting,Water,87.5,12.5,0,100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,1250000,120
1220,892,"""Gigantamax"" Urshifu",39.0,Sub-Legendary,29.0,0.0,Fighting,Dark,87.5,12.5,0,100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,600000,5
1221,892,"""Rapid Strike Gigantamax"" Urshifu",39.0,Sub-Legendary,29.0,0.0,Fighting,Water,87.5,12.5,0,100,130,100,63,60,97,550,0,3,0,0,0,0,3,3,600000,5
1222,893,Zarude,,Mythical,1.8,70.0,Dark,Grass,0.0,0.0,0,105,120,105,70,95,105,600,0,3,0,0,0,0,3,3,1250000,120
1223,893,"""Dada"" Zarude",1597.0,Mythical,1.8,70.0,Dark,Grass,0.0,0.0,0,105,120,105,70,95,105,600,0,3,0,0,0,0,3,3,1250000,120
1224,894,Regieleki,,Sub-Legendary,1.2,145.0,Electric,Electric,0.0,0.0,35,80,100,50,100,50,200,580,0,0,0,0,0,3,3,3,1250000,120
1225,895,Regidrago,,Sub-Legendary,2.1,200.0,Dragon,Dragon,0.0,0.0,35,200,100,50,100,50,80,580,3,0,0,0,0,0,3,3,1250000,120
1226,896,Glastrier,,Sub-Legendary,2.2,800.0,Ice,Ice,0.0,0.0,0,100,145,130,65,110,30,580,0,3,0,0,0,0,3,3,1250000,120
1227,897,Spectrier,,Sub-Legendary,2.0,44.5,Ghost,Ghost,0.0,0.0,0,100,65,60,145,80,130,580,0,0,0,3,0,0,3,3,1250000,120
1228,898,Calyrex,,Legendary,1.1,7.7,Psychic,Grass,0.0,0.0,0,100,80,80,80,80,80,500,3,0,0,0,0,0,3,3,1250000,120
1229,898,"""Ice Rider"" Calyrex",41.0,Legendary,1.1,7.7,Psychic,Ice,0.0,0.0,0,100,165,150,85,130,50,680,0,3,0,0,0,0,3,3,1250000,120
1230,898,"""Shadow Rider"" Calyrex",41.0,Legendary,1.1,7.7,Psychic,Ghost,0.0,0.0,0,100,85,80,165,100,150,680,0,0,0,3,0,0,3,3,1250000,120
1231,899,Wyrdeer,,,1.8,95.1,Normal,Psychic,50.0,50.0,0,103,105,72,105,75,65,525,0,1,0,0,0,0,1,135,1250000,20
1232,899,Wyrdeer,,,1.8,95.1,Normal,Psychic,50.0,50.0,0,103,105,72,105,75,65,525,0,1,0,0,0,0,1,135,1250000,20
1233,900,Kleavor,,,1.8,89.0,Bug,Rock,50.0,50.0,0,70,130,95,45,75,85,500,0,2,0,0,0,0,2,115,1000000,25
1234,901,Ursaluna,,,2.4,290.0,Ground,Normal,50.0,50.0,0,130,140,105,45,80,50,550,0,3,0,0,0,0,3,75,1000000,20
1235,901,Ursaluna,,,2.4,290.0,Ground,Normal,50.0,50.0,0,130,140,105,45,80,50,550,0,3,0,0,0,0,3,75,1000000,20
